Product,Category,Date,Month,Hour,Department,ip,url
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:11,Sep,8,apparel ,14.18.78.195,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/2/2017 8:11,Sep,8,outdoors ,57.41.66.112,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom
Glove It Urban Brick Golf Towel,trade-in,9/2/2017 8:11,Sep,8,outdoors ,67.207.55.106,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/2/2017 8:12,Sep,8,golf ,67.207.55.106,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:12,Sep,8,golf ,157.21.93.193,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:12,Sep,8,apparel ,208.64.50.154,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/2/2017 8:13,Sep,8,outdoors ,165.138.191.157,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/2/2017 8:13,Sep,8,golf ,4.139.199.55,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/2/2017 8:13,Sep,8,outdoors ,136.104.7.0,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom/add_to_cart
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/2/2017 8:14,Sep,8,golf ,2.236.172.157,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:15,Sep,8,apparel ,165.138.191.157,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:15,Sep,8,footwear ,129.14.63.15,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Under Armour Men's Tech II T-Shirt,lacrosse,9/2/2017 8:15,Sep,8,fitness ,113.131.34.74,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart
SOLE E35 Elliptical,strength training,9/2/2017 8:15,Sep,8,footwear ,4.139.199.55,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical
Pelican Sunstream 100 Kayak,water sports,9/2/2017 8:16,Sep,8,fan shop ,161.217.212.216,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:16,Sep,8,apparel ,150.89.112.119,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/2/2017 8:16,Sep,8,footwear ,148.43.57.199,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:17,Sep,8,apparel ,112.97.213.9,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/2/2017 8:18,Sep,8,outdoors ,99.237.181.177,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:20,Sep,8,apparel ,139.44.106.204,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/2/2017 8:21,Sep,8,golf ,161.217.212.216,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:21,Sep,8,apparel ,43.228.19.164,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/2/2017 8:22,Sep,8,fitness ,113.131.34.74,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack/add_to_cart
Glove It Urban Brick Golf Towel,trade-in,9/2/2017 8:22,Sep,8,outdoors ,99.237.181.177,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/2/2017 8:23,Sep,8,footwear ,57.97.17.20,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/2/2017 8:23,Sep,8,outdoors ,158.68.233.188,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:23,Sep,8,apparel ,129.14.63.15,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:24,Sep,8,fitness ,11.240.9.9,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:24,Sep,8,golf ,47.102.94.70,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Top Flite Women's 2017 XL Hybrid,golf apparel,9/2/2017 8:24,Sep,8,outdoors ,37.30.32.216,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:25,Sep,8,golf ,201.55.130.194,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/2/2017 8:25,Sep,8,golf ,198.208.104.94,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:25,Sep,8,apparel ,68.113.60.179,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Bridgestone e6 Straight Distance NFL Tennesse,electronics,9/2/2017 8:25,Sep,8,outdoors ,14.18.78.195,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20Tennesse
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:26,Sep,8,footwear ,122.130.138.136,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/2/2017 8:26,Sep,8,footwear ,158.68.233.188,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/2/2017 8:27,Sep,8,footwear ,107.146.231.8,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:27,Sep,8,apparel ,99.237.181.177,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Bridgestone e6 Straight Distance NFL Tennesse,electronics,9/2/2017 8:28,Sep,8,outdoors ,8.188.71.121,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20Tennesse
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/2/2017 8:28,Sep,8,fan shop ,2.236.172.157,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:28,Sep,8,golf ,60.231.218.232,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
TaylorMade 2017 Purelite Stand Bag,golf gloves,9/2/2017 8:28,Sep,8,outdoors ,113.131.34.74,/department/outdoors/category/golf%20gloves/product/TaylorMade%202017%20Purelite%20Stand%20Bag
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/2/2017 8:29,Sep,8,golf ,220.65.187.163,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:30,Sep,8,apparel ,196.138.199.168,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:30,Sep,8,apparel ,158.135.5.17,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Glove It Women's Imperial Golf Glove,golf balls,9/2/2017 8:30,Sep,8,outdoors ,124.193.63.130,/department/outdoors/category/golf%20balls/product/Glove%20It%20Women's%20Imperial%20Golf%20Glove
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:30,Sep,8,fitness ,139.44.106.204,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:31,Sep,8,apparel ,136.104.7.0,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Top Flite Women's 2017 XL Hybrid,golf apparel,9/2/2017 8:31,Sep,8,outdoors ,44.244.189.251,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:31,Sep,8,apparel ,88.73.193.39,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:31,Sep,8,golf ,57.97.17.20,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:32,Sep,8,footwear ,157.21.93.193,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/2/2017 8:32,Sep,8,footwear ,187.81.197.48,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:32,Sep,8,apparel ,19.26.1.207,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:33,Sep,8,apparel ,129.14.63.15,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:33,Sep,8,apparel ,83.204.147.240,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:33,Sep,8,apparel ,31.234.89.201,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Top Flite Women's 2017 XL Hybrid,golf apparel,9/2/2017 8:33,Sep,8,outdoors ,4.139.199.55,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Under Armour Kids' Mercenary Slide,electronics,9/2/2017 8:34,Sep,8,footwear ,20.238.35.138,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/2/2017 8:34,Sep,8,fitness ,99.237.181.177,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/2/2017 8:34,Sep,8,golf ,83.204.147.240,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Under Armour Men's Tech II T-Shirt,lacrosse,9/2/2017 8:34,Sep,8,fitness ,127.124.251.95,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:35,Sep,8,fitness ,122.130.138.136,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/2/2017 8:35,Sep,8,fitness ,14.18.78.195,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/2/2017 8:35,Sep,8,apparel ,208.64.50.154,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Under Armour Kids' Mercenary Slide,electronics,9/2/2017 8:35,Sep,8,footwear ,165.138.191.157,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide/add_to_cart
Under Armour Men's Compression EV SL Slide,electronics,9/2/2017 8:35,Sep,8,footwear ,2.236.172.157,/department/footwear/category/electronics/product/Under%20Armour%20Men's%20Compression%20EV%20SL%20Slide
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/2/2017 8:35,Sep,8,footwear ,150.89.112.119,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S/add_to_cart
Stiga Master Series ST3100 Competition Indoor,hockey,9/2/2017 8:36,Sep,8,fitness ,220.65.187.163,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:36,Sep,8,apparel ,4.139.199.55,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/2/2017 8:36,Sep,8,outdoors ,187.81.197.48,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
Top Flite Women's 2017 XL Hybrid,golf apparel,9/2/2017 8:36,Sep,8,outdoors ,139.44.106.204,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Under Armour Men's Tech II T-Shirt,lacrosse,9/2/2017 8:36,Sep,8,fitness ,25.112.135.238,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:37,Sep,8,golf ,113.131.34.74,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:37,Sep,8,golf ,69.3.196.142,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:38,Sep,8,fitness ,150.89.112.119,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:38,Sep,8,golf ,154.83.178.158,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/2/2017 8:39,Sep,8,footwear ,107.146.231.8,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S
adidas Kids' RG III Mid Football Cleat,featured shops,9/2/2017 8:39,Sep,8,apparel ,201.55.130.194,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Clicgear 8.0 Shoe Brush,golf gloves,9/2/2017 8:39,Sep,8,outdoors ,201.252.30.114,/department/outdoors/category/golf%20gloves/product/Clicgear%208.0%20Shoe%20Brush/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:40,Sep,8,golf ,37.30.32.216,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Under Armour Men's Tech II T-Shirt,lacrosse,9/2/2017 8:40,Sep,8,fitness ,201.252.30.114,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:40,Sep,8,golf ,68.113.60.179,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:41,Sep,8,fitness ,144.151.111.93,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/2/2017 8:41,Sep,8,footwear ,60.231.218.232,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/2/2017 8:42,Sep,8,outdoors ,107.146.231.8,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart
Pelican Sunstream 100 Kayak,water sports,9/2/2017 8:42,Sep,8,fan shop ,134.183.203.225,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/2/2017 8:42,Sep,8,golf ,89.44.216.186,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:42,Sep,8,footwear ,2.236.172.157,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart
Fitbit The One Wireless Activity & Sleep Trac,kids' golf clubs,9/2/2017 8:43,Sep,8,outdoors ,105.130.122.91,/department/outdoors/category/kids'%20golf%20clubs/product/Fitbit%20The%20One%20Wireless%20Activity%20&%20Sleep%20Trac
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:43,Sep,8,footwear ,187.81.197.48,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/2/2017 8:43,Sep,8,golf ,1.101.225.249,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:43,Sep,8,golf ,218.142.252.9,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:44,Sep,8,golf ,67.207.55.106,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/2/2017 8:44,Sep,8,golf ,135.44.141.207,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/2/2017 8:44,Sep,8,footwear ,198.208.104.94,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/2/2017 8:44,Sep,8,fan shop ,177.129.22.14,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Hirzl Men's Hybrid Golf Glove,golf balls,9/2/2017 8:44,Sep,8,outdoors ,124.193.63.130,/department/outdoors/category/golf%20balls/product/Hirzl%20Men's%20Hybrid%20Golf%20Glove
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/2/2017 8:45,Sep,8,outdoors ,31.142.99.115,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/2/2017 8:45,Sep,8,fan shop ,112.97.213.9,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/2/2017 8:46,Sep,8,footwear ,83.204.147.240,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:46,Sep,8,footwear ,165.138.191.157,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:47,Sep,8,golf ,200.37.221.180,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/2/2017 8:47,Sep,8,golf ,198.208.104.94,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/2/2017 8:47,Sep,8,footwear ,4.190.63.42,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:47,Sep,8,fitness ,164.90.226.189,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:47,Sep,8,footwear ,105.130.122.91,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:48,Sep,8,footwear ,158.135.5.17,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:49,Sep,8,footwear ,139.44.106.204,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:49,Sep,8,footwear ,148.43.57.199,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/2/2017 8:49,Sep,8,golf ,150.89.112.119,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee/add_to_cart
Hirzl Men's Hybrid Golf Glove,golf balls,9/2/2017 8:49,Sep,8,outdoors ,218.142.252.9,/department/outdoors/category/golf%20balls/product/Hirzl%20Men's%20Hybrid%20Golf%20Glove
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:49,Sep,8,footwear ,101.151.155.21,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/2/2017 8:50,Sep,8,footwear ,157.21.93.193,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:50,Sep,8,footwear ,154.83.178.158,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Nike Men's Fingertrap Max Training Shoe,soccer,9/2/2017 8:51,Sep,8,fitness ,144.151.111.93,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/2/2017 8:51,Sep,8,footwear ,150.89.112.119,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/2/2017 8:51,Sep,8,footwear ,136.104.7.0,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Perfect Fitness Perfect Rip Deck,cleats,9/2/2017 8:51,Sep,8,apparel ,88.73.193.39,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Nike Men's Free 5.0+ Running Shoe,cardio equipment,9/2/2017 8:52,Sep,8,footwear ,182.242.193.8,/department/footwear/category/cardio%20equipment/product/Nike%20Men's%20Free%205.0+%20Running%20Shoe
Fitbit The One Wireless Activity & Sleep Trac,kids' golf clubs,9/2/2017 8:52,Sep,8,outdoors ,20.19.190.144,/department/outdoors/category/kids'%20golf%20clubs/product/Fitbit%20The%20One%20Wireless%20Activity%20&%20Sleep%20Trac/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/2/2017 8:53,Sep,8,fan shop ,135.44.141.207,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Perfect Fitness Perfect Rip Deck,cleats,9/2/2017 8:53,Sep,8,apparel ,122.130.138.136,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Perfect Fitness Perfect Rip Deck,cleats,9/2/2017 8:53,Sep,8,apparel ,218.142.252.9,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
TYR Boys' Team Digi Jammer,girls' apparel,9/2/2017 8:54,Sep,8,golf ,14.18.78.195,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
